Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Rocky Pull-Ups/Pulldowns,"a. Set up a pull-up bar at a height where you can fully extend your arms.
b. Grab the bar with a wide grip, palms facing away from you (pull-up) or palms facing towards you (pulldown).
c. Pull yourself up (pull-up) or pull the bar down towards your chest (pulldown) while engaging your back muscles.
d. Lower yourself down with control and repeat for the desired number of reps.
e. Keep your core tight and avoid swinging your body.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/279/Male/m/279_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/other,Other,9,Average
Snatch-Grip Behind-The-Neck Overhead Press,"a. Stand with your feet shoulder-width apart and grip a barbell with a wide snatch grip behind your neck.
b. Press the barbell overhead until your arms are fully extended.
c. Lower the barbell back down to the starting position behind your neck.
d. Keep your core tight and avoid arching your back excessively.
e. Repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Box Squat with Bands,"a. Set up a box or bench behind you at knee height.
b. Place resistance bands around the barbell and secure them to the ground or the rack.
c. Sit back onto the box, allowing your hips to drop below parallel.
d. Drive through your heels and stand up explosively, pushing against the resistance bands.
e. Lower yourself back down onto the box and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Flexor Incline Dumbbell Curls,"a. Sit on an incline bench with a dumbbell in each hand, palms facing upwards.
b. Let your arms hang straight down at your sides.
c. Curl the dumbbells upwards towards your shoulders while keeping your upper arms stationary.
d. Squeeze your biceps at the top of the movement.
e. Lower the dumbbells back down with control and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Seated One-Arm Dumbbell Palms-Up Wrist Curl,"a. Sit on a bench with a dumbbell in one hand, palm facing up, and your forearm resting on your thigh.
b. Allow the dumbbell to roll down towards your fingertips.
c. Curl the dumbbell back up towards your forearm by flexing your wrist.
d. Lower the dumbbell back down with control and repeat for the desired number of reps.
e. Switch to the other arm and repeat.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Machine Bicep Curl,"a. Adjust the seat height and weight on the machine according to your preference.
b. Sit down and grab the handles with an underhand grip.
c. Curl the handles towards your shoulders while keeping your upper arms stationary.
d. Squeeze your biceps at the top of the movement.
e. Lower the handles back down with control and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9,Average
Seated Palms-Down Barbell Wrist Curl,"a. Sit on a bench with your forearms resting on your thighs and a barbell in your hands, palms facing down.
b. Allow the barbell to roll down towards your fingertips.
c. Curl the barbell back up towards your forearms by extending your wrists.
d. Lower the barbell back down with control and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/finder,,9,Average
Car driver,"a. Sit on a bench or stability ball with your knees bent and feet flat on the ground.
b. Hold a weight plate or medicine ball close to your chest with both hands.
c. Rotate your torso to one side, bringing the weight across your body.
d. Return to the center and then rotate to the other side.
e. Continue alternating sides for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other,9,Average
Alternating Deltoid Raise,"a. Stand with a dumbbell in each hand, palms facing your body.
b. Lift one dumbbell straight out to the side until it reaches shoulder height.
c. Lower the dumbbell back down with control while simultaneously lifting the other dumbbell.
d. Alternate lifting each dumbbell while maintaining control and avoiding swinging.
e. Repeat for the desired number of reps on each side.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Hanging Oblique Knee Raise,"a. Hang from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart.
b. Engage your core muscles and lift your knees towards your chest while twisting your torso to the side.
c. Lower your legs back down with control and repeat on the other side.
d. Continue alternating sides for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-120c-hanging-oblique-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9,Average
Bodyweight Flyes,"a. Lie on your back on the floor or a bench with your knees bent and feet flat.
b. Extend your arms out to the sides, palms facing up, in line with your shoulders.
c. Keeping a slight bend in your elbows, bring your arms together in a hugging motion, squeezing your chest muscles.
d. Return to the starting position with control and repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-182s-double-bar-roll-out-chest-fly-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-182s-double-bar-roll-out-chest-fly-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/ez-curl-bar,E-Z Curl Bar,9,Average
Standing Calf Raises,"a. Stand with your feet hip-width apart near a wall or sturdy object for balance.
b. Lift your heels off the ground as high as possible, contracting your calf muscles.
c. Hold for a moment at the top, then lower your heels back down until you feel a stretch in your calves.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,9,Average
Push-Ups - Close Triceps Position,"a. Start in a plank position with your hands close together directly under your shoulders.
b. Lower your body towards the ground by bending your elbows, keeping them close to your sides.
c. Push back up to the starting position, fully extending your arms.
d. Keep your core engaged throughout the movement and repeat for the desired number of reps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-104a-close-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,9,Average
One-Arm Long Bar Row,"a. Stand with your feet shoulder-width apart, holding a barbell with an overhand grip in one hand.
b. Bend at the hips, keeping your back straight, until your torso is almost parallel to the ground.
c. Pull the barbell towards your hip, keeping your elbow close to your body and squeezing your back muscles.
d. Lower the barbell back down with control and repeat for the desired number of reps before switching sides.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-124s-single-arm-landmine-bent-over-row-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,9,Average
Overhead cable curl,"a. Stand facing a cable machine with a straight bar attachment at the top.
b. Grasp the bar with an underhand grip, hands shoulder-width apart, and arms fully extended overhead.
c. Keeping your upper arms stationary, curl the bar downwards towards your forehead, contracting your biceps.
d. Slowly return to the starting position and repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9,Average
Single-dumbbell front raise,"a. Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip.
b. Extend your arm straight out in front of you, keeping a slight bend in your elbow.
c. Raise the dumbbell up to shoulder height, keeping your arm straight, then slowly lower it back down.
d. Repeat for the desired number of reps before switching sides.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18d-single-dumbbell-front-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,9,Average
Incline cable chest fly,"a. Set up an incline bench at a low angle in front of a cable machine with D-handle attachments.
b. Lie face-up on the bench with a D-handle in each hand, palms facing inward.
c. Extend your arms out to the sides with a slight bend in your elbows, maintaining tension on the cables.
d. Bring the handles together in a hugging motion, squeezing your chest muscles at the top, then return to the starting position.
e. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-10c-incline-cable-chest-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,9,Average
Single-leg depth squat,"a. Stand on one leg with your other foot slightly lifted off the ground.
b. Squat down by bending your standing leg while keeping your chest up and back straight.
c. Lower yourself until your thigh is parallel to the ground or as low as you can comfortably go.
d. Push through your heel to return to the starting position.
e. Repeat for the desired number of repetitions before switching legs.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-68e-single-leg-depth-squat-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/bands,Bands,9,Average
